l1neo	random	mrc
	1285063	1250611
	1285100	1250695
	1285103	1250703
	1285129	1250716
	1285150	1250752
	1285158	1250765
	1285194	1250774
	1285196	1250792
	1285244	1250834
	1285245	1250858
	1285260	1250861
	1285288	1250887
	1285298	1250890
	1285316	1250937
	1285349	1250957
	1285356	1250977
	1285364	1250989
	1285391	1251025
	1285430	1251065
	1285439	1251065
	1285440	1251089
	1285463	1251090
	1285483	1251232
	1285508	1251280
	1285525	1251281
	1285560	1251281
	1285576	1251329
	1285632	1251367
	1285648	1251391
	1285663	1251408
	1285667	1251442
	1285727	1251445
	1285758	1251445
	1285810	1251456
	1285859	1251494
	1285910	1251498
	1285969	1251498
	1285992	1251501
	1285995	1251503
	1285999	1251566
	1286017	1251588
	1286035	1251627
	1286037	1251661
	1286044	1251664
	1286065	1251688
	1286089	1251712
	1286167	1251726
	1286192	1251729
	1286226	1251734
	1286251	1251748
	1286263	1251763
	1286272	1251763
	1286298	1251768
	1286302	1251771
	1286308	1251789
	1286313	1251791
	1286314	1251800
	1286342	1251835
	1286374	1251841
	1286418	1251848
	1286423	1251852
	1286468	1251873
	1286520	1251873
	1286576	1251925
	1286578	1251936
	1286583	1251958
	1286622	1251964
	1286652	1251964
	1286658	1251976
	1286691	1252023
	1286756	1252040
	1286787	1252052
	1286792	1252056
	1286832	1252085
	1286866	1252107
	1286901	1252122
	1286917	1252164
	1286926	1252168
	1286963	1252199
	1286998	1252225
	1287017	1252231
	1287045	1252258
	1287082	1252276
	1287084	1252314
	1287095	1252317
	1287108	1252319
	1287133	1252345
	1287138	1252404
	1287179	1252408
	1287234	1252428
	1287254	1252509
	1287285	1252520
	1287294	1252549
	1287301	1252594
	1287315	1252631
	1287332	1252655
	1287350	1252670
	1287406	1252698
	1287461	1252705
	1287471	1252714
	1287495	1252724
	1287528	1252792
	1287546	1252792
	1287569	1252817
	1287575	1252821
	1287587	1252841
	1287595	1252853
	1287617	1252872
	1287621	1252872
	1287632	1252904
	1287696	1252917
	1287715	1252917
	1287721	1252921
	1287729	1252973
	1287818	1252997
	1287821	1253067
	1287825	1253235
	1287845	1253280
	1287856	1253301
	1287892	1253301
	1287971	1253339
	1287981	1253350
	1288012	1253402
	1288049	1253415
	1288054	1253420
	1288067	1253424
	1288189	1253437
	1288235	1253487
	1288250	1253492
	1288256	1253492
	1288260	1253492
	1288261	1253505
	1288293	1253577
	1288324	1253614
	1288326	1253625
	1288339	1253690
	1288345	1253693
	1288349	1253702
	1288365	1253704
	1288379	1253728
	1288406	1253742
	1288432	1253746
	1288442	1253748
	1288445	1253750
	1288483	1253752
	1288502	1253754
	1288510	1253759
	1288513	1253760
	1288518	1253803
	1288527	1253803
	1288539	1253855
	1288561	1253872
	1288573	1253898
	1288608	1253898
	1288652	1253902
	1288658	1253914
	1288696	1253931
	1288721	1253938
	1288745	1253940
	1288787	1253966
	1288840	1253983
	1288877	1254040
	1288902	1254060
	1288907	1254060
	1288932	1254078
	1288933	1254087
	1288967	1254191
	1288996	1254204
	1289029	1254228
	1289069	1254309
	1289077	1254365
	1289086	1254395
	1289093	1254420
	1289122	1254510
	1289135	1254577
	1289153	1254592
	1289259	1254604
	1289266	1254654
	1289302	1254678
	1289328	1254693
	1289338	1254698
	1289338	1254721
	1289373	1254741
	1289422	1254743
	1289437	1254746
	1289452	1254778
	1289473	1254874
	1289474	1254881
	1289480	1254890
	1289539	1254920
	1289576	1254938
	1289591	1254986
	1289616	1254992
	1289694	1255055
	1289730	1255076
	1289740	1255112
	1289775	1255114
	1289808	1255122
	1289822	1255152
	1289860	1255152
	1289916	1255182
	1289977	1255186
	1289988	1255194
	1289995	1255211
	1290034	1255230
	1290049	1255255
	1290051	1255259
	1290054	1255263
	1290057	1255313
	1290065	1255319
	1290066	1255342
	1290073	1255352
	1290124	1255355
	1290144	1255362
	1290145	1255379
	1290191	1255408
	1290218	1255415
	1290239	1255416
	1290273	1255445
	1290353	1255463
	1290410	1255491
	1290446	1255491
	1290464	1255496
	1290500	1255501
	1290542	1255520
	1290594	1255541
	1290613	1255614
	1290670	1255624
	1290694	1255639
	1290723	1255639
	1290759	1255647
	1290767	1255661
	1290771	1255664
	1290781	1255697
	1290842	1255700
	1290848	1255700
	1290852	1255714
	1290865	1255797
	1290870	1255801
	1290917	1255857
	1290932	1255907
	1290949	1255912
	1290949	1255950
	1291002	1255975
	1291042	1255999
	1291068	1256001
	1291115	1256083
	1291116	1256087
	1291126	1256114
	1291148	1256149
	1291212	1256212
	1291229	1256236
	1291234	1256250
	1291300	1256261
	1291342	1256278
	1291347	1256301
	1291392	1256341
	1291426	1256343
	1291459	1256372
	1291519	1256379
	1291533	1256391
	1291565	1256410
	1291602	1256450
	1291684	1256501
	1291706	1256504
	1291716	1256504
	1291745	1256504
	1291757	1256522
	1291837	1256574
	1291841	1256577
	1291852	1256606
	1291862	1256646
	1291895	1256698
	1291940	1256714
	1291951	1256725
	1291964	1256749
	1291967	1256755
	1292024	1256755
	1292033	1256763
	1292069	1256776
	1292108	1256776
	1292160	1256801
	1292164	1256843
	1292212	1256877
	1292234	1256881
	1292236	1256902
	1292244	1256954
	1292255	1256958
	1292258	1256974
	1292259	1257045
	1292278	1257061
	1292279	1257063
	1292320	1257089
	1292346	1257105
	1292374	1257112
	1292401	1257117
	1292446	1257132
	1292458	1257135
	1292472	1257135
	1292507	1257170
	1292510	1257179
	1292514	1257179
	1292542	1257189
	1292542	1257203
	1292551	1257205
	1292618	1257207
	1292625	1257209
	1292650	1257212
	1292667	1257220
	1292715	1257252
	1292716	1257276
	1292765	1257316
	1292766	1257331
	1292794	1257366
	1292802	1257368
	1292802	1257427
	1292829	1257434
	1292834	1257463
	1292852	1257500
	1292922	1257516
	1292945	1257530
	1292951	1257547
	1292993	1257568
	1293034	1257577
	1293044	1257589
	1293056	1257591
	1293079	1257602
	1293102	1257612
	1293132	1257642
	1293178	1257763
	1293204	1257863
	1293221	1257863
	1293223	1257881
	1293244	1257903
	1293249	1257904
	1293255	1258105
	1293285	1258110
	1293318	1258131
	1293359	1258135
	1293362	1258164
	1293402	1258243
	1293411	1258274
	1293425	1258298
	1293480	1258320
	1293486	1258340
	1293492	1258371
	1293503	1258464
	1293526	1258484
	1293544	1258501
	1293582	1258503
	1293586	1258510
	1293589	1258520
	1293597	1258528
	1293609	1258540
	1293715	1258565
	1293718	1258579
	1293719	1258580
	1293732	1258603
	1293814	1258646
	1293854	1258660
	1293892	1258691
	1293902	1258695
	1293969	1258711
	1294001	1258731
	1294037	1258734
	1294066	1258768
	1294067	1258797
	1294074	1258811
	1294075	1258843
	1294080	1258875
	1294152	1258939
	1294159	1258963
	1294209	1259112
	1294238	1259112
	1294244	1259128
	1294299	1259128
	1294348	1259128
	1294392	1259136
	1294411	1259136
	1294414	1259169
	1294414	1259193
	1294421	1259202
	1294463	1259217
	1294465	1259235
	1294496	1259279
	1294552	1259279
	1294585	1259294
	1294588	1259321
	1294591	1259396
	1294649	1259426
	1294652	1259441
	1294678	1259446
	1294696	1259482
	1294751	1259526
	1294776	1259529
	1294793	1259536
	1294835	1259576
	1294855	1259580
	1294868	1259614
	1294872	1259643
	1294875	1259659
	1294894	1259673
	1294915	1259681
	1294916	1259694
	1294955	1259766
	1294957	1259878
	1294986	1259936
	1295001	1259953
	1295012	1259985
	1295187	1259986
	1295275	1259988
	1295302	1260014
	1295357	1260049
	1295363	1260093
	1295366	1260108
	1295392	1260179
	1295397	1260240
	1295401	1260251
	1295403	1260256
	1295410	1260259
	1295423	1260260
	1295424	1260276
	1295503	1260324
	1295562	1260385
	1295576	1260427
	1295594	1260458
	1295620	1260492
	1295658	1260536
	1295684	1260547
	1295695	1260590
	1295728	1260598
	1295800	1260642
	1295815	1260646
	1295873	1260685
	1295882	1260775
	1295909	1260780
	1295927	1260783
	1295986	1260854
	1296074	1260879
	1296077	1260892
	1296148	1260924
	1296163	1260975
	1296201	1261015
	1296210	1261020
	1296237	1261046
	1296242	1261051
	1296251	1261146
	1296267	1261271
	1296269	1261300
	1296303	1261313
	1296307	1261338
	1296343	1261353
	1296392	1261369
	1296481	1261388
	1296506	1261414
	1296513	1261421
	1296541	1261476
	1296542	1261520
	1296544	1261532
	1296583	1261547
	1296665	1261549
	1296679	1261570
	1296721	1261570
	1296752	1261584
	1296756	1261589
	1296765	1261597
	1296774	1261607
	1296809	1261631
	1296839	1261635
	1296999	1261664
	1297005	1261703
	1297017	1261742
	1297028	1261781
	1297067	1261801
	1297069	1261822
	1297071	1261836
	1297085	1261837
	1297108	1261842
	1297155	1261865
	1297161	1261884
	1297176	1261932
	1297187	1261942
	1297203	1262038
	1297213	1262059
	1297231	1262065
	1297247	1262070
	1297266	1262073
	1297326	1262118
	1297345	1262121
	1297417	1262137
	1297419	1262179
	1297442	1262182
	1297461	1262199
	1297487	1262206
	1297488	1262223
	1297500	1262239
	1297511	1262313
	1297540	1262331
	1297605	1262336
	1297612	1262344
	1297613	1262360
	1297631	1262380
	1297687	1262480
	1297690	1262506
	1297705	1262520
	1297726	1262527
	1297728	1262543
	1297759	1262561
	1297802	1262568
	1297866	1262572
	1297867	1262641
	1297875	1262706
	1297892	1262728
	1297919	1262780
	1297937	1262799
	1297949	1262803
	1297961	1262826
	1297964	1262867
	1297985	1262869
	1298004	1262873
	1298005	1262884
	1298011	1262884
	1298011	1262890
	1298059	1262978
	1298083	1262981
	1298162	1262992
	1298166	1263004
	1298207	1263045
	1298230	1263065
	1298231	1263066
	1298242	1263086
	1298256	1263114
	1298274	1263124
	1298289	1263148
	1298294	1263159
	1298361	1263160
	1298371	1263178
	1298375	1263188
	1298393	1263202
	1298411	1263226
	1298519	1263272
	1298523	1263313
	1298523	1263323
	1298567	1263354
	1298588	1263357
	1298592	1263383
	1298669	1263398
	1298717	1263456
	1298719	1263476
	1298772	1263476
	1298789	1263540
	1298844	1263583
	1298858	1263629
	1298862	1263691
	1298878	1263702
	1298894	1263719
	1298911	1263766
	1298917	1263782
	1298960	1263823
	1299000	1263843
	1299014	1263864
	1299019	1263865
	1299025	1263880
	1299028	1263949
	1299133	1263952
	1299138	1263965
	1299147	1264000
	1299152	1264013
	1299187	1264036
	1299245	1264050
	1299256	1264106
	1299284	1264109
	1299286	1264109
	1299366	1264113
	1299400	1264182
	1299412	1264222
	1299435	1264246
	1299454	1264251
	1299463	1264321
	1299474	1264359
	1299475	1264359
	1299490	1264413
	1299497	1264450
	1299505	1264495
	1299510	1264561
	1299525	1264564
	1299565	1264576
	1299587	1264626
	1299589	1264644
	1299600	1264650
	1299619	1264650
	1299620	1264660
	1299636	1264673
	1299643	1264692
	1299696	1264693
	1299720	1264758
	1299745	1264765
	1299747	1264771
	1299751	1264771
	1299764	1264797
	1299774	1264934
	1299796	1264935
	1299838	1264935
	1299871	1264942
	1299897	1265042
	1299941	1265062
	1300002	1265071
	1300018	1265099
	1300022	1265102
	1300056	1265110
	1300069	1265142
	1300071	1265143
	1300074	1265147
	1300076	1265174
	1300142	1265211
	1300161	1265219
	1300183	1265262
	1300221	1265270
	1300278	1265305
	1300284	1265316
	1300286	1265316
	1300303	1265336
	1300334	1265343
	1300334	1265400
	1300374	1265443
	1300400	1265448
	1300421	1265507
	1300439	1265535
	1300452	1265640
	1300455	1265649
	1300502	1265690
	1300528	1265704
	1300568	1265722
	1300572	1265727
	1300602	1265781
	1300608	1265785
	1300624	1265792
	1300648	1265796
	1300674	1265803
	1300776	1265819
	1300778	1265831
	1300784	1265836
	1300878	1266069
	1300883	1266129
	1300887	1266153
	1300926	1266153
	1300940	1266158
	1300941	1266169
	1300967	1266187
	1301012	1266216
	1301023	1266226
	1301025	1266262
	1301076	1266274
	1301086	1266274
	1301155	1266274
	1301177	1266316
	1301200	1266320
	1301202	1266347
	1301225	1266368
	1301236	1266394
	1301239	1266428
	1301279	1266456
	1301285	1266460
	1301357	1266470
	1301360	1266476
	1301374	1266506
	1301413	1266510
	1301463	1266561
	1301465	1266561
	1301483	1266612
	1301491	1266623
	1301496	1266648
	1301503	1266652
	1301519	1266678
	1301525	1266683
	1301528	1266689
	1301593	1266773
	1301598	1266775
	1301607	1266783
	1301638	1266812
	1301649	1266837
	1301676	1266876
	1301698	1266921
	1301714	1266928
	1301739	1266975
	1301750	1266987
	1301794	1267009
	1301797	1267020
	1301809	1267022
	1301818	1267023
	1301838	1267023
	1301855	1267024
	1301926	1267026
	1301936	1267034
	1301939	1267044
	1301955	1267065
	1301967	1267072
	1301983	1267078
	1301992	1267080
	1301995	1267096
	1302100	1267114
	1302102	1267189
	1302120	1267203
	1302128	1267238
	1302164	1267242
	1302224	1267282
	1302238	1267303
	1302251	1267312
	1302280	1267331
	1302365	1267339
	1302409	1267356
	1302440	1267376
	1302611	1267378
	1302613	1267412
	1302624	1267425
	1302656	1267432
	1302657	1267485
	1302697	1267514
	1302735	1267520
	1302747	1267549
	1302769	1267652
	1302770	1267658
	1302802	1267692
	1302826	1267700
	1302843	1267713
	1302854	1267714
	1302867	1267754
	1302867	1267794
	1302903	1267831
	1302964	1267852
	1303022	1267904
	1303024	1267930
	1303062	1267937
	1303075	1267938
	1303127	1268010
	1303130	1268012
	1303145	1268033
	1303156	1268094
	1303161	1268105
	1303182	1268111
	1303279	1268131
	1303318	1268133
	1303330	1268146
	1303352	1268146
	1303362	1268146
	1303363	1268149
	1303422	1268152
	1303452	1268178
	1303474	1268180
	1303490	1268182
	1303525	1268229
	1303529	1268276
	1303557	1268297
	1303559	1268301
	1303567	1268306
	1303583	1268337
	1303589	1268363
	1303622	1268371
	1303641	1268462
	1303667	1268462
	1303673	1268492
	1303730	1268533
	1303767	1268558
	1303824	1268617
	1303923	1268632
	1303950	1268679
	1303952	1268693
	1304036	1268714
	1304096	1268717
	1304100	1268751
	1304100	1268811
	1304129	1268846
	1304150	1268846
	1304162	1268849
	1304172	1268849
	1304222	1268861
	1304268	1268904
	1304294	1268918
	1304298	1268919
	1304341	1268942
	1304381	1268961
	1304404	1269005
	1304412	1269007
	1304414	1269016
	1304434	1269029
	1304473	1269086
	1304499	1269092
	1304525	1269110
	1304596	1269119
	1304631	1269129
	1304641	1269140
	1304736	1269143
	1304775	1269175
	1304803	1269189
	1304811	1269193
	1304858	1269209
	1304859	1269230
	1304878	1269239
	1304901	1269241
	1304918	1269321
	1304938	1269421
	1304941	1269429
	1304956	1269434
	1304957	1269445
	1305036	1269484
	1305071	1269504
	1305115	1269523
	1305155	1269531
	1305165	1269549
	1305207	1269585
	1305259	1269605
	1305346	1269612
	1305368	1269615
	1305377	1269633
	1305383	1269638
	1305385	1269682
	1305408	1269691
	1305418	1269693
	1305431	1269709
	1305450	1269720
	1305464	1269728
	1305521	1269734
	1305539	1269743
	1305586	1269760
	1305604	1269770
	1305643	1269787
	1305651	1269794
	1305654	1269829
	1305793	1269841
	1305808	1269880
	1305895	1269899
	1305896	1269906
	1305947	1269934
	1305953	1269934
	1305955	1269948
	1305960	1269988
	1305980	1269991
	1305981	1269997
	1306014	1270095
	1306053	1270110
	1306123	1270113
	1306125	1270154
	1306154	1270160
	1306158	1270259
	1306202	1270270
	1306215	1270336
	1306227	1270338
	1306237	1270346
	1306254	1270369
	1306256	1270402
	1306257	1270402
	1306261	1270434
	1306285	1270473
	1306315	1270510
	1306362	1270521
	1306364	1270546
	1306372	1270593
	1306435	1270599
	1306459	1270619
	1306462	1270619
	1306492	1270630
	1306494	1270705
	1306524	1270714
	1306538	1270739
	1306552	1270744
	1306595	1270772
	1306634	1270822
	1306649	1270844
	1306668	1270846
	1306679	1270895
	1306680	1270909
	1306683	1270910
	1306688	1270946
	1306690	1271084
	1306708	1271090
	1306714	1271162
	1306716	1271170
	1306793	1271186
	1306793	1271218
	1306806	1271236
	1306808	1271266
	1306871	1271288
	1306876	1271317
	1306877	1271349
	1306888	1271415
	1306903	1271417
	1306939	1271441
	1307014	1271450
	1307060	1271454
	1307061	1271471
	1307117	1271484
	1307124	1271556
	1307152	1271579
	1307173	1271585
	1307200	1271625
	1307248	1271629
	1307287	1271638
	1307300	1271694
	1307344	1271719
	1307356	1271740
	1307366	1271795
	1307378	1271812
	1307385	1271819
	1307412	1271854
	1307421	1271873
	1307432	1271888
	1307492	1271919
	1307568	1272005
	1307572	1272039
	1307584	1272061
	1307607	1272064
	1307610	1272143
	1307613	1272153
	1307644	1272155
	1307648	1272159
	1307671	1272173
	1307689	1272184
	1307697	1272217
	1307703	1272286
	1307704	1272302
	1307718	1272314
	1307719	1272316
	1307726	1272322
	1307817	1272329
	1307827	1272343
	1307833	1272367
	1307971	1272371
	1307983	1272497
	1308039	1272518
	1308108	1272548
	1308149	1272559
	1308173	1272562
	1308186	1272612
	1308187	1272654
	1308267	1272663
	1308286	1272683
	1308292	1272703
	1308298	1272716
	1308322	1272723
	1308339	1272746
	1308415	1272770
	1308421	1272774
	1308422	1272802
	1308426	1272805
	1308426	1272884
	1308429	1272942
	1308445	1272968
	1308500	1272996
	1308518	1273034
	1308557	1273060
	1308558	1273075
	1308606	1273075
	1308608	1273075
	1308621	1273145
	1308627	1273149
	1308632	1273178
	1308677	1273185
	1308778	1273221
	1308885	1273241
	1308896	1273241
	1308900	1273241
	1308944	1273257
	1308984	1273277
	1308990	1273279
	1309021	1273307
	1309044	1273309
	1309047	1273341
	1309066	1273370
	1309073	1273393
	1309095	1273397
	1309134	1273441
	1309165	1273449
	1309168	1273461
	1309169	1273464
	1309180	1273465
	1309205	1273488
	1309251	1273519
	1309275	1273546
	1309347	1273578
	1309371	1273640
	1309403	1273654
	1309480	1273686
	1309482	1273694
	1309517	1273705
	1309526	1273729
	1309534	1273730
	1309534	1273753
	1309567	1273782
	1309574	1273818
	1309592	1273856
	1309607	1273859
	1309614	1273887
	1309621	1273909
	1309649	1273920
	1309662	1273923
	1309665	1273928
	1309675	1273934
	1309707	1273945
	1309716	1274035
	1309790	1274040
	1309805	1274090
	1309822	1274110
	1309846	1274128
	1309847	1274161
	1309862	1274162
	1309881	1274213
	1309895	1274252
	1309898	1274282
	1309910	1274324
	1309911	1274370
	1309915	1274409
	1309939	1274421
	1309949	1274501
	1310011	1274525
	1310031	1274533
	1310035	1274542
	1310101	1274550
	1310103	1274550
	1310112	1274592
	1310141	1274595
	1310163	1274604
	1310173	1274655
	1310187	1274691
	1310207	1274741
	1310214	1274764
	1310226	1274805
	1310232	1274832
	1310304	1274855
	1310319	1274882
	1310359	1274894
	1310394	1274897
	1310414	1274906
	1310420	1275015
	1310462	1275075
	1310515	1275075
	1310547	1275090
	1310566	1275109
	1310574	1275150
	1310593	1275195
	1310618	1275221
	1310673	1275237
	1310677	1275256
	1310677	1275258
	1310696	1275269
	1310710	1275296
	1310745	1275402
	1310778	1275405
	1310788	1275457
	1310800	1275490
	1310832	1275493
	1310865	1275519
	1310890	1275527
	1310905	1275535
	1310919	1275572
	1310976	1275572
	1311008	1275592
	1311075	1275596
	1311089	1275664
	1311095	1275712
	1311130	1275794
	1311151	1275835
	1311214	1275909
	1311217	1275988
	1311235	1276086
	1311263	1276098
	1311268	1276103
	1311290	1276104
	1311313	1276114
	1311342	1276116
	1311374	1276130
	1311405	1276131
	1311432	1276137
	1311435	1276151
	1311452	1276151
	1311455	1276151
	1311502	1276180
	1311525	1276216
	1311576	1276248
	1311600	1276297
	1311604	1276301
	1311618	1276329
	1311626	1276334
	1311648	1276339
	1311668	1276361
	1311702	1276378
	1311708	1276384
	1311778	1276392
	1311780	1276416
	1311787	1276421
	1311795	1276468
	1311801	1276476
	1311826	1276532
	1311836	1276553
	1311840	1276556
	1311851	1276559
	1311862	1276573
	1311880	1276581
	1311943	1276628
	1311984	1276657
	1311987	1276687
	1311992	1276771
	1311993	1276823
	1312034	1276839
	1312043	1276839
	1312065	1276902
	1312126	1276903
	1312232	1276912
	1312261	1276973
	1312281	1276987
	1312325	1276997
	1312326	1276999
	1312348	1277001
	1312482	1277039
	1312529	1277119
	1312573	1277138
	1312587	1277153
	1312590	1277207
	1312626	1277239
	1312655	1277276
	1312664	1277284
	1312685	1277295
	1312700	1277309
	1312707	1277396
	1312722	1277424
	1312751	1277467
	1312770	1277484
	1312770	1277501
	1312812	1277547
	1312820	1277548
	1312861	1277620
	1312882	1277689
	1312896	1277696
	1312897	1277712
	1312935	1277733
	1312977	1277805
	1312987	1277824
	1312999	1277835
	1313036	1277852
	1313051	1277872
	1313148	1277883
	1313168	1277886
	1313191	1277936
	1313191	1277957
	1313218	1277971
	1313260	1278015
	1313325	1278044
	1313334	1278047
	1313355	1278067
	1313368	1278076
	1313379	1278085
	1313388	1278098
	1313417	1278143
	1313425	1278148
	1313428	1278155
	1313437	1278171
	1313457	1278172
	1313479	1278179
	1313493	1278186
	1313504	1278201
	1313526	1278201
	1313542	1278223
	1313570	1278233
	1313572	1278239
	1313664	1278267
	1313713	1278272
	1313722	1278272
	1313735	1278286
	1313851	1278304
	1313855	1278335
	1313866	1278344
	1313902	1278353
	1313919	1278365
	1313955	1278410
	1313972	1278414
	1313981	1278520
	1313985	1278522
	1314011	1278644
	1314022	1278664
	1314057	1278679
	1314099	1278683
	1314161	1278699
	1314179	1278720
	1314192	1278727
	1314199	1278748
	1314212	1278775
	1314231	1278857
	1314239	1278871
	1314242	1278875
	1314255	1278962
	1314355	1278974
	1314425	1278987
	1314442	1279017
	1314447	1279071
	1314463	1279089
	1314517	1279121
	1314562	1279133
	1314574	1279182
	1314584	1279212
	1314626	1279242
	1314653	1279252
	1314664	1279259
	1314679	1279265
	1314691	1279289
	1314699	1279304
	1314725	1279304
	1314799	1279321
	1314803	1279321
	1314808	1279346
	1314809	1279348
	1314812	1279361
	1314855	1279364
	1314870	1279374
	1314887	1279458
	1314938	1279473
	1315060	1279510
	1315065	1279513
	1315071	1279568
	1315074	1279578
	1315139	1279675
	1315151	1279676
	1315171	1279676
	1315178	1279710
	1315183	1279712
	1315220	1279729
	1315225	1279769
	1315247	1279819
	1315264	1279867
	1315332	1279882
	1315369	1279898
	1315384	1279908
	1315400	1279942
	1315456	1279950
	1315481	1280034
	1315530	1280061
	1315541	1280092
	1315545	1280136
	1315591	1280210
	1315598	1280216
	1315674	1280226
	1315743	1280230
	1315754	1280238
	1315768	1280245
	1315769	1280268
	1315806	1280302
	1315845	1280312
	1315849	1280380
	1315885	1280407
	1315904	1280422
	1315908	1280468
	1315936	1280544
	1315952	1280548
	1315965	1280557
	1315970	1280564
	1315973	1280607
	1316011	1280617
	1316016	1280617
	1316057	1280645
	1316082	1280668
	1316126	1280683
	1316129	1280687
	1316167	1280737
	1316172	1280784
	1316226	1280795
	1316268	1280823
	1316269	1280830
	1316277	1280857
	1316285	1280873
	1316309	1280900
	1316323	1280919
	1316373	1280953
	1316397	1280983
	1316403	1280990
	1316423	1281009
	1316484	1281032
	1316491	1281035
	1316510	1281035
	1316527	1281071
	1316553	1281096
	1316573	1281096
	1316626	1281142
	1316639	1281173
	1316674	1281189
	1316764	1281197
	1316774	1281206
	1316782	1281297
	1316817	1281313
	1316836	1281313
	1316856	1281316
	1316858	1281345
	1316861	1281393
	1316872	1281424
	1316935	1281429
	1316990	1281444
	1317019	1281444
	1317036	1281447
	1317058	1281458
	1317069	1281458
	1317072	1281466
	1317081	1281495
	1317086	1281514
	1317102	1281515
	1317110	1281526
	1317148	1281526
	1317249	1281537
	1317252	1281550
	1317268	1281657
	1317275	1281669
	1317352	1281669
	1317370	1281691
	1317399	1281693
	1317421	1281700
	1317426	1281725
	1317441	1281781
	1317477	1281784
	1317515	1281815
	1317531	1281827
	1317534	1281834
	1317559	1281874
	1317564	1281886
	1317606	1281923
	1317630	1281927
	1317644	1281979
	1317661	1282001
	1317675	1282001
	1317683	1282031
	1317693	1282085
	1317851	1282098
	1317892	1282123
	1317908	1282152
	1317959	1282166
	1317977	1282180
	1318038	1282196
	1318095	1282208
	1318109	1282211
	1318123	1282247
	1318181	1282271
	1318191	1282296
	1318194	1282312
	1318249	1282350
	1318278	1282358
	1318297	1282359
	1318346	1282390
	1318353	1282420
	1318369	1282421
	1318516	1282435
	1318574	1282446
	1318576	1282447
	1318627	1282453
	1318716	1282489
	1318717	1282490
	1318732	1282523
	1318740	1282524
	1318767	1282533
	1318864	1282534
	1318884	1282541
	1318884	1282602
	1318907	1282650
	1318913	1282666
	1318936	1282668
	1318960	1282698
	1318973	1282774
	1318989	1282786
	1319060	1282823
	1319082	1282827
	1319109	1282829
	1319172	1282860
	1319181	1282877
	1319227	1282928
	1319238	1282952
	1319261	1282959
	1319348	1282982
	1319359	1283006
	1319373	1283011
	1319450	1283014
	1319465	1283056
	1319496	1283084
	1319502	1283088
	1319509	1283088
	1319563	1283088
	1319597	1283116
	1319601	1283129
	1319626	1283137
	1319649	1283158
	1319783	1283164
	1319791	1283165
	1319791	1283250
	1319832	1283267
	1319864	1283270
	1319905	1283326
	1319910	1283364
	1319916	1283376
	1319916	1283381
	1319926	1283418
	1319958	1283473
	1320007	1283484
	1320013	1283508
	1320019	1283514
	1320044	1283520
	1320051	1283580
	1320052	1283580
	1320055	1283580
	1320067	1283591
	1320068	1283600
	1320138	1283621
	1320142	1283640
	1320165	1283643
	1320229	1283664
	1320240	1283676
	1320242	1283683
	1320267	1283730
	1320307	1283773
	1320311	1283797
	1320333	1283830
	1320335	1283839
	1320371	1283977
	1320371	1283989
	1320411	1284041
	1320488	1284052
	1320528	1284058
	1320561	1284088
	1320655	1284142
	1320658	1284154
	1320664	1284167
	1320684	1284183
	1320698	1284196
	1320827	1284219
	1320828	1284268
	1320837	1284288
	1320866	1284288
	1320878	1284319
	1320882	1284324
	1320884	1284331
	1320922	1284333
	1320946	1284354
	1320975	1284408
	1320981	1284426
	1321020	1284427
	1321024	1284456
	1321076	1284483
	1321121	1284490
	1321138	1284501
	1321139	1284516
	1321237	1284522
	1321277	1284530
	1321302	1284530
	1321347	1284533
	1321431	1284571
	1321453	1284571
	1321461	1284652
	1321466	1284655
	1321471	1284659
	1321489	1284705
	1321522	1284740
	1321553	1284756
	1321574	1284764
	1321583	1284818
	1321591	1284823
	1321596	1284900
	1321608	1284925
	1321618	1284947
	1321629	1284969
	1321668	1284975
	1321672	1284979
	1321696	1284993
	1321721	1284997
	1321754	1285029
	1321761	1285077
	1321795	1285105
	1321875	1285122
	1321885	1285137
	1321947	1285155
	1321963	1285155
	1321987	1285205
	1322031	1285255
	1322038	1285284
	1322065	1285286
	1322074	1285309
	1322074	1285310
	1322085	1285332
	1322111	1285335
	1322119	1285352
	1322144	1285353
	1322168	1285453
	1322170	1285467
	1322201	1285478
	1322231	1285551
	1322247	1285558
	1322249	1285572
	1322249	1285579
	1322291	1285588
	1322299	1285644
	1322366	1285658
	1322426	1285662
	1322429	1285668
	1322534	1285679
	1322535	1285714
	1322571	1285752
	1322578	1285752
	1322697	1285771
	1322704	1285798
	1322705	1285809
	1322727	1285835
	1322772	1285853
	1322786	1285897
	1322792	1286028
	1322795	1286055
	1322799	1286065
	1322800	1286101
	1322824	1286121
	1322827	1286125
	1322854	1286156
	1322877	1286191
	1322917	1286196
	1322919	1286215
	1322931	1286232
	1322988	1286254
	1322989	1286287
	1323025	1286304
	1323053	1286309
	1323088	1286339
	1323092	1286340
	1323153	1286373
	1323173	1286375
	1323258	1286376
	1323269	1286384
	1323291	1286398
	1323358	1286414
	1323395	1286424
	1323438	1286452
	1323442	1286459
	1323464	1286472
	1323468	1286531
	1323472	1286538
	1323483	1286547
	1323523	1286563
	1323536	1286619
	1323563	1286645
	1323574	1286690
	1323652	1286727
	1323667	1286734
	1323682	1286778
	1323682	1286845
	1323684	1286868
	1323692	1286879
	1323700	1286885
	1323760	1286912
	1323808	1286918
	1323824	1286942
	1323838	1287025
	1323855	1287034
	1323883	1287059
	1323949	1287090
	1323956	1287112
	1324014	1287123
